id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,calculated_host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,has_availability,availability_30,number_of_reviews,first_review,instant_bookable,reviews_per_month,review_scores_rating,review_scores_value,review_scores_checkin,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_communication
27354320,within an hour,98%-100%,97%-100%,f,>29,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,unknown,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises"", ""Baby bath"", ""Extra pillows and blankets""]",158.0,7-33,t,9,53,1547,f,1.07,4.77,4.47,4.98,4.91,4.77,4.89,4.87
27356486,unknown,unknown,0%-69%,f,2-4,t,Dublin City,Private room in rental unit,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Dryer"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Elevator"", ""Host greets you"", ""Free street parking"", ""Shampoo"", ""Extra pillows and blankets"", ""Backyard"", ""Hot water"", ""Luggage dropoff allowed""]",100.0,1,t,0,24,1564,f,0.48,4.65,4.55,4.8,4.95,4.95,4.85,5.0
27358001,within an hour,98%-100%,90%-96%,f,2-4,t,Dublin City,Private room in rental unit,Private room,2,1 shared bath,1,2,"[""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Host greets you"", ""Breakfast"", ""Microwave"", ""Nespresso machine"", ""Mini fridge"", ""32\"" TV with Chromecast"", ""Stainless steel oven"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Clothing storage: closet, wardrobe, and dresser"", ""Smoke alarm"", ""Wine glasses"", ""Extra pillows and blankets""]",162.0,2,t,7,71,424,t,5.87,4.82,4.71,4.96,4.9,4.9,4.43,4.93
27365420,unknown,unknown,90%-96%,f,2-4,t,Dublin City,Private room in townhouse,Private room,2,1 shared bath,1,1,"[""Essentials"", ""Hangers"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Shampoo"", ""Hot water""]",49.0,2,t,0,97,1550,t,1.95,4.9,4.91,4.97,4.98,4.98,4.86,4.94
27392555,unknown,unknown,unknown,f,1,t,Fingal,Private room in rental unit,Private room,2,1 shared bath,1,1,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Hot water"", ""Free parking on premises""]",30.0,1,t,0,5,1529,t,0.1,4.8,5.0,5.0,5.0,5.0,5.0,5.0
27398026,within an hour,98%-100%,90%-96%,f,1,f,Dublin City,Private room in bed and breakfast,Private room,1,1 shared bath,1,1,"[""Essentials"", ""TV"", ""Refrigerator"", ""Oven"", ""Bed linens"", ""Hangers"", ""Iron"", ""Heating"", ""Kitchen"", ""Cooking basics"", ""Air conditioning"", ""Fast wifi \u2013 234 Mbps"", ""Bathtub"", ""Shampoo"", ""Microwave"", ""Breakfast"", ""Hot water"", ""Free parking on premises""]",118.0,1,t,0,17,1546,t,0.34,4.56,4.19,4.75,4.88,4.56,4.25,4.88
27398723,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,2 shared baths,1,1,"[""Fire extinguisher"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Paid parking off premises"", ""Extra pillows and blankets""]",105.0,1,t,0,2,1546,f,0.04,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27412797,within an hour,98%-100%,97%-100%,f,1,t,Dn Laoghaire-Rathdown,Private room in bed and breakfast,Private room,2,1 private bath,1,2,"[""Hot water kettle"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Host greets you"", ""Breakfast"", ""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""TV with Netflix, standard cable"", ""Lock on bedroom door"", ""Hair dryer"", ""Free street parking"", ""Cable TV"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Essentials"", ""Private entrance"", ""Body soap"", ""Wifi"", ""Smoke alarm"", ""Extra pillows and blankets""]",85.0,2,t,0,127,1545,f,2.57,4.97,4.89,4.98,4.96,4.92,4.98,4.98
27415878,unknown,unknown,0%-69%,f,2-4,t,Dublin City,Shared room in home,Shared room,4,1 shared bath,1,4,"[""Oven"", ""Dryer"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",65.0,1,t,0,16,1163,f,0.44,4.47,4.33,4.6,4.67,4.8,4.53,4.93
27419661,unknown,unknown,unknown,f,1,t,Dublin City,Private room in condo,Private room,2,1 shared bath,1,1,"[""Coffee maker"", ""Essentials"", ""Fire extinguisher"", ""Bed linens"", ""Wifi"", ""Security cameras on property"", ""Hair dryer"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Shampoo""]",90.0,2,t,0,32,1553,t,0.64,4.77,4.7,4.83,4.97,4.87,4.7,4.83
27423074,within a day,98%-100%,90%-96%,f,1,f,Dublin City,Entire townhouse,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""TV"", ""Hot water kettle"", ""Refrigerator"", ""Oven"", ""Private entrance"", ""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Microwave""]",73.0,2,t,1,24,1525,f,0.49,4.92,4.79,4.92,4.92,4.58,4.67,5.0
27426734,unknown,unknown,unknown,f,1,t,Dublin City,Entire condo,Entire home/apt,>5,2 baths,2,3,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove""]",120.0,2,t,0,62,1551,t,1.25,4.69,4.64,4.92,4.79,4.72,4.8,4.84
27445238,unknown,unknown,unknown,f,1,f,Dublin City,Entire townhouse,Entire home/apt,3,2 baths,3,2,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free parking on premises""]",179.0,5,t,0,1,1541,f,0.02,5.0,5.0,5.0,5.0,4.0,5.0,5.0
27454327,within an hour,90%-97%,97%-100%,t,5-9,t,Dublin City,others,Private room,4,2 baths,1,4,"[""Fire extinguisher"", ""Hangers"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Heating"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Shower gel"", ""Changing table"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""43\"" HDTV with Chromecast, premium cable"", ""Bed linens"", ""Wifi"", ""Smoke alarm""]",469.0,1,t,13,46,1217,t,1.19,4.76,4.5,4.85,4.87,4.89,4.83,4.87
27459353,within an hour,98%-100%,97%-100%,t,1,t,Fingal,Private room in home,Private room,1,1 shared bath,1,1,"[""Dining table"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Central heating"", ""Clothing storage: closet"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""TV"", ""Hair dryer"", ""Iron"", ""Bathtub"", ""Shampoo"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Body soap"", ""Wifi"", ""Smoke alarm""]",95.0,1,t,7,85,244,f,13.86,4.87,4.76,4.96,4.93,4.84,4.96,4.94
27477522,unknown,unknown,unknown,f,1,f,Dn Laoghaire-Rathdown,others,Private room,2,1 private bath,unknown,1,"[""TV"", ""Private entrance"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Smoke alarm"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free parking on premises""]",45.0,2,t,0,2,1546,f,0.04,4.5,4.5,5.0,5.0,4.0,4.5,5.0
27501573,unknown,unknown,0%-69%,f,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,5,others,3,2,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Refrigerator"", ""Dryer"", ""Private entrance"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Free parking on premises""]",100.0,7-33,t,0,1,1539,f,0.02,0.0,,,,,,
27502007,unknown,unknown,0%-69%,f,1,t,Dublin City,Private room in home,Private room,1,1 shared bath,1,1,"[""Hangers"", ""Long term stays allowed"", ""Host greets you"", ""Breakfast"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Paid parking off premises""]",40.0,1,t,0,67,1541,f,1.36,4.88,4.84,4.94,4.91,4.85,4.84,4.99
27507088,unknown,unknown,unknown,f,1,f,Dublin City,Shared room in rental unit,Shared room,1,1 shared bath,1,1,"[""Essentials"", ""Oven"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Wifi"", ""Single level home"", ""Iron"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Host greets you"", ""Microwave"", ""Cleaning before checkout"", ""Hot water"", ""Luggage dropoff allowed"", ""Paid parking on premises""]",10.0,1,t,0,12,1558,t,0.24,4.17,4.58,4.33,4.08,4.75,4.25,4.5
27508692,unknown,unknown,unknown,f,1,t,South Dublin,Entire rental unit,Entire home/apt,5,1.5 baths,2,3,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Game console"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Gym"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",120.0,2,t,0,4,1552,f,0.08,4.75,5.0,5.0,5.0,4.75,4.25,4.75
27537133,unknown,unknown,unknown,f,1,f,Dublin City,Private room in rental unit,Private room,2,1 private bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Elevator"", ""Shampoo"", ""Hot water""]",70.0,3,t,0,4,1286,t,0.1,4.75,4.5,5.0,4.75,5.0,5.0,5.0
27539445,within a day,80%-89%,80%-89%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,1,1,"[""Oven"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove""]",240.0,7-33,t,0,53,1532,f,1.08,4.4,4.49,4.58,4.72,4.92,4.74,4.79
27540881,unknown,unknown,unknown,f,1,f,Dn Laoghaire-Rathdown,Private room in home,Private room,3,1 private bath,1,3,"[""Essentials"", ""TV"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Host greets you"", ""Shampoo"", ""Hot water"", ""Free parking on premises"", ""Luggage dropoff allowed""]",75.0,1,t,0,3,1525,t,0.06,5.0,5.0,5.0,5.0,4.33,5.0,5.0
27546560,unknown,unknown,unknown,f,1,t,Dublin City,Private room in townhouse,Private room,2,1 private bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Host greets you"", ""Breakfast"", ""Shampoo"", ""Extra pillows and blankets"", ""Backyard"", ""Hot water"", ""Luggage dropoff allowed""]",60.0,2,t,0,20,1547,f,0.4,4.9,4.95,5.0,5.0,4.7,4.85,5.0
27546939,within an hour,98%-100%,97%-100%,f,1,f,Fingal,Private room in home,Private room,2,1 private bath,1,1,"[""Essentials"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",200.0,1,t,12,54,1553,t,1.09,4.67,4.75,4.94,4.87,4.87,4.67,4.96
27549985,within an hour,98%-100%,90%-96%,t,1,t,Dublin City,Private room in home,Private room,2,1 shared bath,1,1,"[""Fire extinguisher"", ""Hangers"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 92 Mbps"", ""Heating"", ""First aid kit"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Smoke alarm"", ""Room-darkening shades"", ""Extra pillows and blankets""]",110.0,1,t,6,55,1538,f,1.12,4.78,4.65,4.91,4.93,4.8,4.95,4.96
27561693,within an hour,98%-100%,97%-100%,f,1,f,Dublin City,Private room in home,Private room,2,1 private bath,1,1,"[""Coffee maker"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Host greets you"", ""Free street parking"", ""Microwave"", ""Shampoo"", ""Hot water""]",107.0,1,t,1,20,1532,f,0.41,5.0,4.85,4.95,5.0,4.95,4.95,5.0
27578035,unknown,unknown,unknown,f,1,f,Dublin City,Entire townhouse,Entire home/apt,5,1 bath,3,3,"[""Essentials"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen""]",140.0,2,t,0,6,1551,t,0.12,4.67,4.83,5.0,4.67,4.83,5.0,4.83
27591856,unknown,unknown,unknown,f,1,f,Dublin City,Private room in townhouse,Private room,2,1 shared bath,1,1,"[""Coffee maker"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Host greets you"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Free parking on premises""]",65.0,2,t,0,8,1335,f,0.19,5.0,4.88,5.0,5.0,4.88,5.0,5.0
27593855,within a day,80%-89%,97%-100%,f,1,t,Dublin City,Private room in home,Private room,4,1 shared bath,2,2,"[""Oven"", ""Hot water kettle"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Heating"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Fast wifi \u2013 326 Mbps"", ""Shared fenced garden or backyard"", ""Outdoor dining area"", ""Wine glasses""]",124.0,1,t,6,3,1549,f,0.06,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27602541,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,1 shared bath,1,2,"[""Essentials"", ""Private entrance"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Host greets you"", ""Shampoo"", ""Hot water"", ""Paid parking off premises""]",45.0,1,t,0,5,1553,f,0.1,4.8,4.4,5.0,4.8,4.8,5.0,5.0
27624736,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,5,1 bath,2,2,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Hot water""]",180.0,2,t,0,25,1552,t,0.5,4.52,4.5,5.0,4.8,4.75,4.72,4.96
27628314,unknown,unknown,unknown,f,1,f,Fingal,Private room in home,Private room,2,1 shared bath,1,2,"[""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Host greets you"", ""Breakfast"", ""Free parking on premises""]",55.0,1,t,0,12,1544,t,0.24,4.9,4.7,4.8,4.9,4.7,4.9,4.6
27628956,within a day,98%-100%,90%-96%,t,1,t,Dublin City,Entire condo,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Host greets you"", ""Breakfast"", ""Clothing storage"", ""Central heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Paid street parking off premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""HDTV with standard cable"", ""Wifi"", ""Toaster"", ""Private patio or balcony"", ""Smoke alarm"", ""Waterfront"", ""Wine glasses"", ""Extra pillows and blankets""]",150.0,3,t,0,20,509,f,1.34,4.9,4.75,4.9,4.8,4.8,4.9,4.95
27629266,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,1 private bath,1,1,"[""Oven"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Lock on bedroom door"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""BBQ grill"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",45.0,2,t,0,6,1546,f,0.12,4.5,4.83,5.0,5.0,4.67,4.17,5.0
27633422,within a few hours,98%-100%,97%-100%,t,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,5,2.5 baths,2,2,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Free dryer \u2013 In unit"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Clothing storage: wardrobe"", ""Private fenced garden or backyard"", ""Cleaning before checkout"", ""Pack \u2019n play/Travel crib"", ""Window guards"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Children\u2019s books and toys"", ""Paid street parking off premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""TV with Apple TV"", ""Free driveway parking on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Wine glasses"", ""Baby safety gates""]",190.0,7-33,t,3,39,1535,f,0.79,4.87,4.69,4.92,4.97,5.0,4.67,4.97
27657333,unknown,unknown,unknown,f,1,t,South Dublin,Private room in home,Private room,1,1 shared bath,1,1,"[""Oven"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Host greets you"", ""Breakfast"", ""Microwave"", ""Heating"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Smoke alarm"", ""Stove""]",45.0,1,t,0,37,1516,t,0.76,4.94,4.89,4.94,5.0,4.77,4.94,4.94
